"BestMatchID"	"File_Name"	"BestMatchScore"	"OrigMetaID"	"Cluster"	"CellType"	"fov"	"Slide_celltype_fov"
"U6_a1_g10_PDAC-Cancer_21"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g10_PDAC-Cancer_21"	"U6_a1_g10"	"PDAC-Cancer"	"U6_a1_21"	"U6_a1_PDAC-Cancer_U6_a1_21"
"U6_a1_g10_PDAC-Cancer_22"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g10_PDAC-Cancer_22"	"U6_a1_g10"	"PDAC-Cancer"	"U6_a1_22"	"U6_a1_PDAC-Cancer_U6_a1_22"
"U6_a1_g10_PDAC-Cancer_23"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g10_PDAC-Cancer_23"	"U6_a1_g10"	"PDAC-Cancer"	"U6_a1_23"	"U6_a1_PDAC-Cancer_U6_a1_23"
"U6_a1_g11_PDAC-Cancer_1"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_1"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_1"	"U6_a1_PDAC-Cancer_U6_a1_1"
"U6_a1_g11_PDAC-Cancer_2"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_2"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_2"	"U6_a1_PDAC-Cancer_U6_a1_2"
"U6_a1_g11_PDAC-Cancer_3"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_3"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_3"	"U6_a1_PDAC-Cancer_U6_a1_3"
"U6_a1_g11_PDAC-Cancer_4"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_4"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_4"	"U6_a1_PDAC-Cancer_U6_a1_4"
"U6_a1_g11_PDAC-Cancer_5"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_5"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_5"	"U6_a1_PDAC-Cancer_U6_a1_5"
"U6_a1_g11_PDAC-Cancer_6"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_6"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_6"	"U6_a1_PDAC-Cancer_U6_a1_6"
"U6_a1_g11_PDAC-Cancer_7"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_7"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_7"	"U6_a1_PDAC-Cancer_U6_a1_7"
"U6_a1_g11_PDAC-Cancer_8"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_8"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_8"	"U6_a1_PDAC-Cancer_U6_a1_8"
"U6_a1_g11_PDAC-Cancer_9"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_9"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_9"	"U6_a1_PDAC-Cancer_U6_a1_9"
"U6_a1_g11_PDAC-Cancer_10"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_10"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_10"	"U6_a1_PDAC-Cancer_U6_a1_10"
"U6_a1_g11_PDAC-Cancer_11"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_11"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_11"	"U6_a1_PDAC-Cancer_U6_a1_11"
"U6_a1_g11_PDAC-Cancer_12"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_12"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_12"	"U6_a1_PDAC-Cancer_U6_a1_12"
"U6_a1_g11_PDAC-Cancer_13"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_13"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_13"	"U6_a1_PDAC-Cancer_U6_a1_13"
"U6_a1_g11_PDAC-Cancer_14"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_14"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_14"	"U6_a1_PDAC-Cancer_U6_a1_14"
"U6_a1_g11_PDAC-Cancer_15"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_15"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_15"	"U6_a1_PDAC-Cancer_U6_a1_15"
"U6_a1_g11_PDAC-Cancer_16"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_16"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_16"	"U6_a1_PDAC-Cancer_U6_a1_16"
"U6_a1_g11_PDAC-Cancer_17"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_17"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_17"	"U6_a1_PDAC-Cancer_U6_a1_17"
"U6_a1_g11_PDAC-Cancer_18"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_18"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_18"	"U6_a1_PDAC-Cancer_U6_a1_18"
"U6_a1_g11_PDAC-Cancer_19"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_19"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_19"	"U6_a1_PDAC-Cancer_U6_a1_19"
"U6_a1_g11_PDAC-Cancer_20"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_20"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_20"	"U6_a1_PDAC-Cancer_U6_a1_20"
"U6_a1_g11_PDAC-Cancer_22"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_22"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_22"	"U6_a1_PDAC-Cancer_U6_a1_22"
"U6_a1_g11_PDAC-Cancer_23"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g11_PDAC-Cancer_23"	"U6_a1_g11"	"PDAC-Cancer"	"U6_a1_23"	"U6_a1_PDAC-Cancer_U6_a1_23"
"U6_a1_g12_Bcell_5"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g12_Bcell_5"	"U6_a1_g12"	"Bcell"	"U6_a1_5"	"U6_a1_Bcell_U6_a1_5"
"U6_a1_g12_Bcell_19"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g12_Bcell_19"	"U6_a1_g12"	"Bcell"	"U6_a1_19"	"U6_a1_Bcell_U6_a1_19"
"U6_a1_g12_Bcell_20"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g12_Bcell_20"	"U6_a1_g12"	"Bcell"	"U6_a1_20"	"U6_a1_Bcell_U6_a1_20"
"U6_a1_g12_Bcell_21"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g12_Bcell_21"	"U6_a1_g12"	"Bcell"	"U6_a1_21"	"U6_a1_Bcell_U6_a1_21"
"U6_a1_g12_Bcell_22"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g12_Bcell_22"	"U6_a1_g12"	"Bcell"	"U6_a1_22"	"U6_a1_Bcell_U6_a1_22"
"U6_a1_g12_Bcell_23"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g12_Bcell_23"	"U6_a1_g12"	"Bcell"	"U6_a1_23"	"U6_a1_Bcell_U6_a1_23"
"U6_a1_g13_Stroma_1"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_1"	"U6_a1_g13"	"Stroma"	"U6_a1_1"	"U6_a1_Stroma_U6_a1_1"
"U6_a1_g13_Stroma_2"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_2"	"U6_a1_g13"	"Stroma"	"U6_a1_2"	"U6_a1_Stroma_U6_a1_2"
"U6_a1_g13_Stroma_3"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_3"	"U6_a1_g13"	"Stroma"	"U6_a1_3"	"U6_a1_Stroma_U6_a1_3"
"U6_a1_g13_Stroma_4"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_4"	"U6_a1_g13"	"Stroma"	"U6_a1_4"	"U6_a1_Stroma_U6_a1_4"
"U6_a1_g13_Stroma_8"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_8"	"U6_a1_g13"	"Stroma"	"U6_a1_8"	"U6_a1_Stroma_U6_a1_8"
"U6_a1_g13_Stroma_11"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_11"	"U6_a1_g13"	"Stroma"	"U6_a1_11"	"U6_a1_Stroma_U6_a1_11"
"U6_a1_g13_Stroma_12"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_12"	"U6_a1_g13"	"Stroma"	"U6_a1_12"	"U6_a1_Stroma_U6_a1_12"
"U6_a1_g13_Stroma_13"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_13"	"U6_a1_g13"	"Stroma"	"U6_a1_13"	"U6_a1_Stroma_U6_a1_13"
"U6_a1_g13_Stroma_14"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_14"	"U6_a1_g13"	"Stroma"	"U6_a1_14"	"U6_a1_Stroma_U6_a1_14"
"U6_a1_g13_Stroma_15"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_15"	"U6_a1_g13"	"Stroma"	"U6_a1_15"	"U6_a1_Stroma_U6_a1_15"
"U6_a1_g13_Stroma_17"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_17"	"U6_a1_g13"	"Stroma"	"U6_a1_17"	"U6_a1_Stroma_U6_a1_17"
"U6_a1_g13_Stroma_19"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_19"	"U6_a1_g13"	"Stroma"	"U6_a1_19"	"U6_a1_Stroma_U6_a1_19"
"U6_a1_g13_Stroma_20"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_20"	"U6_a1_g13"	"Stroma"	"U6_a1_20"	"U6_a1_Stroma_U6_a1_20"
"U6_a1_g13_Stroma_21"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_21"	"U6_a1_g13"	"Stroma"	"U6_a1_21"	"U6_a1_Stroma_U6_a1_21"
"U6_a1_g13_Stroma_22"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_22"	"U6_a1_g13"	"Stroma"	"U6_a1_22"	"U6_a1_Stroma_U6_a1_22"
"U6_a1_g13_Stroma_23"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g13_Stroma_23"	"U6_a1_g13"	"Stroma"	"U6_a1_23"	"U6_a1_Stroma_U6_a1_23"
"U6_a1_g14_PDAC-Cancer_1"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_1"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_1"	"U6_a1_PDAC-Cancer_U6_a1_1"
"U6_a1_g14_PDAC-Cancer_2"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_2"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_2"	"U6_a1_PDAC-Cancer_U6_a1_2"
"U6_a1_g14_PDAC-Cancer_3"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_3"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_3"	"U6_a1_PDAC-Cancer_U6_a1_3"
"U6_a1_g14_PDAC-Cancer_4"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_4"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_4"	"U6_a1_PDAC-Cancer_U6_a1_4"
"U6_a1_g14_PDAC-Cancer_5"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_5"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_5"	"U6_a1_PDAC-Cancer_U6_a1_5"
"U6_a1_g14_PDAC-Cancer_6"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_6"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_6"	"U6_a1_PDAC-Cancer_U6_a1_6"
"U6_a1_g14_PDAC-Cancer_7"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_7"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_7"	"U6_a1_PDAC-Cancer_U6_a1_7"
"U6_a1_g14_PDAC-Cancer_8"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_8"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_8"	"U6_a1_PDAC-Cancer_U6_a1_8"
"U6_a1_g14_PDAC-Cancer_9"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_9"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_9"	"U6_a1_PDAC-Cancer_U6_a1_9"
"U6_a1_g14_PDAC-Cancer_10"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_10"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_10"	"U6_a1_PDAC-Cancer_U6_a1_10"
"U6_a1_g14_PDAC-Cancer_11"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_11"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_11"	"U6_a1_PDAC-Cancer_U6_a1_11"
"U6_a1_g14_PDAC-Cancer_12"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_12"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_12"	"U6_a1_PDAC-Cancer_U6_a1_12"
"U6_a1_g14_PDAC-Cancer_13"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_13"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_13"	"U6_a1_PDAC-Cancer_U6_a1_13"
"U6_a1_g14_PDAC-Cancer_14"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_14"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_14"	"U6_a1_PDAC-Cancer_U6_a1_14"
"U6_a1_g14_PDAC-Cancer_15"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_15"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_15"	"U6_a1_PDAC-Cancer_U6_a1_15"
"U6_a1_g14_PDAC-Cancer_16"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_16"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_16"	"U6_a1_PDAC-Cancer_U6_a1_16"
"U6_a1_g14_PDAC-Cancer_17"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_17"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_17"	"U6_a1_PDAC-Cancer_U6_a1_17"
"U6_a1_g14_PDAC-Cancer_18"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_18"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_18"	"U6_a1_PDAC-Cancer_U6_a1_18"
"U6_a1_g14_PDAC-Cancer_19"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_19"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_19"	"U6_a1_PDAC-Cancer_U6_a1_19"
"U6_a1_g14_PDAC-Cancer_20"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_20"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_20"	"U6_a1_PDAC-Cancer_U6_a1_20"
"U6_a1_g14_PDAC-Cancer_21"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_21"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_21"	"U6_a1_PDAC-Cancer_U6_a1_21"
"U6_a1_g14_PDAC-Cancer_22"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_22"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_22"	"U6_a1_PDAC-Cancer_U6_a1_22"
"U6_a1_g14_PDAC-Cancer_23"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g14_PDAC-Cancer_23"	"U6_a1_g14"	"PDAC-Cancer"	"U6_a1_23"	"U6_a1_PDAC-Cancer_U6_a1_23"
"U6_a1_g15_PDAC-Cancer_1"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g15_PDAC-Cancer_1"	"U6_a1_g15"	"PDAC-Cancer"	"U6_a1_1"	"U6_a1_PDAC-Cancer_U6_a1_1"
"U6_a1_g15_PDAC-Cancer_3"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g15_PDAC-Cancer_3"	"U6_a1_g15"	"PDAC-Cancer"	"U6_a1_3"	"U6_a1_PDAC-Cancer_U6_a1_3"
"U6_a1_g15_PDAC-Cancer_4"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g15_PDAC-Cancer_4"	"U6_a1_g15"	"PDAC-Cancer"	"U6_a1_4"	"U6_a1_PDAC-Cancer_U6_a1_4"
"U6_a1_g15_PDAC-Cancer_9"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g15_PDAC-Cancer_9"	"U6_a1_g15"	"PDAC-Cancer"	"U6_a1_9"	"U6_a1_PDAC-Cancer_U6_a1_9"
"U6_a1_g15_PDAC-Cancer_13"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g15_PDAC-Cancer_13"	"U6_a1_g15"	"PDAC-Cancer"	"U6_a1_13"	"U6_a1_PDAC-Cancer_U6_a1_13"
"U6_a1_g15_PDAC-Cancer_15"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g15_PDAC-Cancer_15"	"U6_a1_g15"	"PDAC-Cancer"	"U6_a1_15"	"U6_a1_PDAC-Cancer_U6_a1_15"
"U6_a1_g15_PDAC-Cancer_16"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g15_PDAC-Cancer_16"	"U6_a1_g15"	"PDAC-Cancer"	"U6_a1_16"	"U6_a1_PDAC-Cancer_U6_a1_16"
"U6_a1_g15_PDAC-Cancer_17"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g15_PDAC-Cancer_17"	"U6_a1_g15"	"PDAC-Cancer"	"U6_a1_17"	"U6_a1_PDAC-Cancer_U6_a1_17"
"U6_a1_g15_PDAC-Cancer_21"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g15_PDAC-Cancer_21"	"U6_a1_g15"	"PDAC-Cancer"	"U6_a1_21"	"U6_a1_PDAC-Cancer_U6_a1_21"
"U6_a1_g16_Macrophage_1"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_1"	"U6_a1_g16"	"Macrophage"	"U6_a1_1"	"U6_a1_Macrophage_U6_a1_1"
"U6_a1_g16_Macrophage_3"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_3"	"U6_a1_g16"	"Macrophage"	"U6_a1_3"	"U6_a1_Macrophage_U6_a1_3"
"U6_a1_g16_Macrophage_4"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_4"	"U6_a1_g16"	"Macrophage"	"U6_a1_4"	"U6_a1_Macrophage_U6_a1_4"
"U6_a1_g16_Macrophage_6"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_6"	"U6_a1_g16"	"Macrophage"	"U6_a1_6"	"U6_a1_Macrophage_U6_a1_6"
"U6_a1_g16_Macrophage_8"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_8"	"U6_a1_g16"	"Macrophage"	"U6_a1_8"	"U6_a1_Macrophage_U6_a1_8"
"U6_a1_g16_Macrophage_9"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_9"	"U6_a1_g16"	"Macrophage"	"U6_a1_9"	"U6_a1_Macrophage_U6_a1_9"
"U6_a1_g16_Macrophage_11"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_11"	"U6_a1_g16"	"Macrophage"	"U6_a1_11"	"U6_a1_Macrophage_U6_a1_11"
"U6_a1_g16_Macrophage_16"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_16"	"U6_a1_g16"	"Macrophage"	"U6_a1_16"	"U6_a1_Macrophage_U6_a1_16"
"U6_a1_g16_Macrophage_17"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_17"	"U6_a1_g16"	"Macrophage"	"U6_a1_17"	"U6_a1_Macrophage_U6_a1_17"
"U6_a1_g16_Macrophage_18"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_18"	"U6_a1_g16"	"Macrophage"	"U6_a1_18"	"U6_a1_Macrophage_U6_a1_18"
"U6_a1_g16_Macrophage_19"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_19"	"U6_a1_g16"	"Macrophage"	"U6_a1_19"	"U6_a1_Macrophage_U6_a1_19"
"U6_a1_g16_Macrophage_20"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_20"	"U6_a1_g16"	"Macrophage"	"U6_a1_20"	"U6_a1_Macrophage_U6_a1_20"
"U6_a1_g16_Macrophage_21"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_21"	"U6_a1_g16"	"Macrophage"	"U6_a1_21"	"U6_a1_Macrophage_U6_a1_21"
"U6_a1_g16_Macrophage_22"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_22"	"U6_a1_g16"	"Macrophage"	"U6_a1_22"	"U6_a1_Macrophage_U6_a1_22"
"U6_a1_g16_Macrophage_23"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g16_Macrophage_23"	"U6_a1_g16"	"Macrophage"	"U6_a1_23"	"U6_a1_Macrophage_U6_a1_23"
"U6_a1_g17_PDAC-Cancer_1"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g17_PDAC-Cancer_1"	"U6_a1_g17"	"PDAC-Cancer"	"U6_a1_1"	"U6_a1_PDAC-Cancer_U6_a1_1"
"U6_a1_g17_PDAC-Cancer_2"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g17_PDAC-Cancer_2"	"U6_a1_g17"	"PDAC-Cancer"	"U6_a1_2"	"U6_a1_PDAC-Cancer_U6_a1_2"
"U6_a1_g17_PDAC-Cancer_3"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g17_PDAC-Cancer_3"	"U6_a1_g17"	"PDAC-Cancer"	"U6_a1_3"	"U6_a1_PDAC-Cancer_U6_a1_3"
"U6_a1_g17_PDAC-Cancer_4"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g17_PDAC-Cancer_4"	"U6_a1_g17"	"PDAC-Cancer"	"U6_a1_4"	"U6_a1_PDAC-Cancer_U6_a1_4"
"U6_a1_g17_PDAC-Cancer_6"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g17_PDAC-Cancer_6"	"U6_a1_g17"	"PDAC-Cancer"	"U6_a1_6"	"U6_a1_PDAC-Cancer_U6_a1_6"
"U6_a1_g17_PDAC-Cancer_13"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g17_PDAC-Cancer_13"	"U6_a1_g17"	"PDAC-Cancer"	"U6_a1_13"	"U6_a1_PDAC-Cancer_U6_a1_13"
"U6_a1_g17_PDAC-Cancer_16"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g17_PDAC-Cancer_16"	"U6_a1_g17"	"PDAC-Cancer"	"U6_a1_16"	"U6_a1_PDAC-Cancer_U6_a1_16"
"U6_a1_g17_PDAC-Cancer_17"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g17_PDAC-Cancer_17"	"U6_a1_g17"	"PDAC-Cancer"	"U6_a1_17"	"U6_a1_PDAC-Cancer_U6_a1_17"
"U6_a1_g17_PDAC-Cancer_21"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g17_PDAC-Cancer_21"	"U6_a1_g17"	"PDAC-Cancer"	"U6_a1_21"	"U6_a1_PDAC-Cancer_U6_a1_21"
"U6_a1_g17_PDAC-Cancer_22"	"PDAC_PseudoBulk_Slide_U6_a1_metatable.txt"	1	"U6_a1_g17_PDAC-Cancer_22"	"U6_a1_g17"	"PDAC-Cancer"	"U6_a1_22"	"U6_a1_PDAC-Cancer_U6_a1_22"
"U6_a2_g0_PDAC-Cancer_1"	"PDAC_PseudoBulk_Slide_U6_a2_metatable.txt"	1	"U6_a2_g0_PDAC-Cancer_1"	"U6_a2_g0"	"PDAC-Cancer"	"U6_a2_1"	"U6_a2_PDAC-Cancer_U6_a2_1"
